rest_name,rest_zone,rating,review,rest_address,rest_type,rest_cost,rest_time
Aguan Chinese Food,Bogor Utara,3.9,(41 Ulasan),"Komplek IPB Baranang Siang IV, Blok A No.26, Jl. Kol. Achmad Syam, Bogor Utara, Bogor",Chinese,Harga untuk 2:Rp125.000,Jam:                                      10h - 22h (Sen-Min)
Thai Street,"Supermall Karawaci, Cibodas",3.1,(10 Ulasan),"Supermall Karawaci, Jl. Boulevard Diponegoro No. 105, Cibodas, Tangerang",Thai,Harga untuk 2:Rp200.000,Jam:                                      10h - 22h (Sen-Min)
"Bakmi Cong Sim Medan ""Athek""","Ruko Pasar 8, Serpong Utara",3.1,(6 Ulasan),"Ruko Pasar 8, Blok RC No. 33 Jl. Alam Utama, Serpong Utara, Tangerang","Chinese, Bakmi",Harga untuk 2:Rp60.000,Jam:                                      6h - 14h (Sen-Min)
Mie Bojoloro,Bogor Barat,3.5,(32 Ulasan),"Jl. Dr. Semeru No. 98, Bogor Barat, Bogor","Bakso, Jawa",Harga untuk 2:Rp50.000,Jam:                                      8h - 18h (Sen-Min)
Amen Restaurant,Cisarua,3.7,(53 Ulasan),"Jl. Raya Hanjawar No. 8, Cipanas, Cisarua, Bogor","Indonesia, Chinese",Harga untuk 2:Rp120.000,Jam:                                      9h - 21h 30m (Sen-Min)
Mie Aceh Kurnia,Bogor Barat,3.4,(27 Ulasan),"Jl. Raya Gunung Batu, Bogor Barat, Bogor",Aceh,Harga untuk 2:Rp100.000,Jam:                                      11h - 23h (Sen-Min)
Noodle King,"Lotte Shopping Avenue, Karet",4.3,(709 Ulasan),"Lotte Shopping Avenue, Lantai 3, Jl. Prof Dr Satrio, Karet, Jakarta",Korea,Harga untuk 2:Rp250.000,Jam:                                      11h - 22h (Sen-Min)
Legend of Noodle,Senopati,4.6,"(1,457 Ulasan)","Jl. Senopati No. 81, Senopati, Jakarta",Korea,Harga untuk 2:Rp200.000,Jam:                                      11h - 22h (Sen-Min)
Umaramu Indonesian Noodle,"Menteng Huis, Cikini",4.0,(89 Ulasan),"Menteng Huis, Lantai 2, Jl. Cikini Raya No. 2 - 4, Cikini, Jakarta",Indonesia,Harga untuk 2:Rp150.000,Jam:                                      10h - 22h (Sen-Min)
"Jjang Korean Noodle, Grill, & Chikin’",Senopati,4.2,(704 Ulasan),"Jl. Wolter Monginsidi No. 37, Senopati, Jakarta",Korea,Harga untuk 2:Rp300.000,"Jam:                                      11h - 21h (Sen, Sel, Rab, Kam, Min), 11h - 21h 30m..."
Pò Noodle Bar,Senopati,4.2,(206 Ulasan),"Jl. Prof. Joko Sutono, Blok SH No. 7B, Senopati, Jakarta",Chinese,Harga untuk 2:Rp150.000,Jam:                                      11h - 20h (Sen-Min)
Ncek Legenda Noodle Bar,Kelapa Gading,4.4,(435 Ulasan),"Jl. Kelapa Hybrida Raya, Blok QK1 No. 16, Kelapa Gading, Jakarta","Bakmi, Chinese",Harga untuk 2:Rp70.000,"Jam:                                      7h - 16h (Sen),7h - 21h (Sel-Min)"
Holy Noodle,"Mall of Indonesia, Kelapa Gading",4.3,(162 Ulasan),"Mall of Indonesia, Ruko Kelapa Gading Square, Blok C7, Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta",Korea,Harga untuk 2:Rp200.000,Jam:                                      11h - 22h (Sen-Min)
Depot 3.6.9 Shanghai Dumpling & Noodle,Mangga Besar,3.5,(55 Ulasan),"Jl. Mangga Besar Raya No. 57A, Mangga Besar, Jakarta",Chinese,Harga untuk 2:Rp300.000,Jam:                                      10h - 22h (Sen-Min)
Hunan Fish Noodle,"Plaza Senayan, Senayan",4.0,(81 Ulasan),"Plaza Senayan, Lantai 3, Food Court, Jl. Asia Afrika, Senayan, Jakarta",Chinese,Harga untuk 2:Rp100.000,Jam:                                      10h - 22h (Sen-Min)
Pinangsari - Noodle & Chinese Food,Kota,4.0,(73 Ulasan),"Jl. Pinangsia Timur No. 1, Kota, Jakarta 11110",Chinese,Harga untuk 2:Rp200.000,Jam:                                      6h - 16h 30m (Sen-Min)
IWS Cafe & Noodle,"Pacific Place, SCBD",3.3,(57 Ulasan),"Pacific Place Mall, Lantai 4, Jl. Jenderal Sudirman, SCBD, Jakarta",Bakmi,Harga untuk 2:Rp150.000,Jam:                                      10h - 22h (Sen-Min)
Sukiya Tokyo Bowls & Noodle,Tanah Abang,3.5,(23 Ulasan),"Jl. Cideng Timur No. 53, Tanah Abang, Jakarta",Jepang,Harga untuk 2:Rp130.000,Jam:                                      10h - 21h 30m (Sen-Min)
Din Tai Fung Noodle Bar,"Gandaria City Mall, Gandaria",3.9,(34 Ulasan),"Gandaria City, Lantai Ground, Jl Sultan Iskandar Muda, Gandaria, Jakarta",Chinese,Harga untuk 2:Rp400.000,Jam:                                      10h - 22h (Sen-Min)
The Duck King Noodle House,"Puri Indah Mall Expansion, Puri Indah",3.6,(51 Ulasan),"Puri Indah Mall Expansion, Lantai 2, Jl. Puri Indah Raya, Puri Indah, Jakarta","Chinese, Dimsum",Harga untuk 2:Rp300.000,Jam:                                      10h - 22h (Sen-Min)
Noodle King,"Lotte Shopping Avenue, Karet",4.3,(709 Ulasan),"Lotte Shopping Avenue, Lantai 3, Jl. Prof Dr Satrio, Karet, Jakarta",Korea,Harga untuk 2:Rp250.000,Jam:                                      11h - 22h (Sen-Min)
Legend of Noodle,Senopati,4.6,"(1,457 Ulasan)","Jl. Senopati No. 81, Senopati, Jakarta",Korea,Harga untuk 2:Rp200.000,Jam:                                      11h - 22h (Sen-Min)
Umaramu Indonesian Noodle,"Menteng Huis, Cikini",4.0,(89 Ulasan),"Menteng Huis, Lantai 2, Jl. Cikini Raya No. 2 - 4, Cikini, Jakarta",Indonesia,Harga untuk 2:Rp150.000,Jam:                                      10h - 22h (Sen-Min)
"Jjang Korean Noodle, Grill, & Chikin’",Senopati,4.2,(704 Ulasan),"Jl. Wolter Monginsidi No. 37, Senopati, Jakarta",Korea,Harga untuk 2:Rp300.000,"Jam:                                      11h - 21h (Sen, Sel, Rab, Kam, Min), 11h - 21h 30m..."
Pò Noodle Bar,Senopati,4.2,(206 Ulasan),"Jl. Prof. Joko Sutono, Blok SH No. 7B, Senopati, Jakarta",Chinese,Harga untuk 2:Rp150.000,Jam:                                      11h - 20h (Sen-Min)
Ncek Legenda Noodle Bar,Kelapa Gading,4.4,(435 Ulasan),"Jl. Kelapa Hybrida Raya, Blok QK1 No. 16, Kelapa Gading, Jakarta","Bakmi, Chinese",Harga untuk 2:Rp70.000,"Jam:                                      7h - 16h (Sen),7h - 21h (Sel-Min)"
Holy Noodle,"Mall of Indonesia, Kelapa Gading",4.3,(162 Ulasan),"Mall of Indonesia, Ruko Kelapa Gading Square, Blok C7, Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta",Korea,Harga untuk 2:Rp200.000,Jam:                                      11h - 22h (Sen-Min)
Depot 3.6.9 Shanghai Dumpling & Noodle,Mangga Besar,3.5,(55 Ulasan),"Jl. Mangga Besar Raya No. 57A, Mangga Besar, Jakarta",Chinese,Harga untuk 2:Rp300.000,Jam:                                      10h - 22h (Sen-Min)
Hunan Fish Noodle,"Plaza Senayan, Senayan",4.0,(81 Ulasan),"Plaza Senayan, Lantai 3, Food Court, Jl. Asia Afrika, Senayan, Jakarta",Chinese,Harga untuk 2:Rp100.000,Jam:                                      10h - 22h (Sen-Min)
Pinangsari - Noodle & Chinese Food,Kota,4.0,(73 Ulasan),"Jl. Pinangsia Timur No. 1, Kota, Jakarta 11110",Chinese,Harga untuk 2:Rp200.000,Jam:                                      6h - 16h 30m (Sen-Min)
IWS Cafe & Noodle,"Pacific Place, SCBD",3.3,(57 Ulasan),"Pacific Place Mall, Lantai 4, Jl. Jenderal Sudirman, SCBD, Jakarta",Bakmi,Harga untuk 2:Rp150.000,Jam:                                      10h - 22h (Sen-Min)
Sukiya Tokyo Bowls & Noodle,Tanah Abang,3.5,(23 Ulasan),"Jl. Cideng Timur No. 53, Tanah Abang, Jakarta",Jepang,Harga untuk 2:Rp130.000,Jam:                                      10h - 21h 30m (Sen-Min)
Din Tai Fung Noodle Bar,"Gandaria City Mall, Gandaria",3.9,(34 Ulasan),"Gandaria City, Lantai Ground, Jl Sultan Iskandar Muda, Gandaria, Jakarta",Chinese,Harga untuk 2:Rp400.000,Jam:                                      10h - 22h (Sen-Min)
The Duck King Noodle House,"Puri Indah Mall Expansion, Puri Indah",3.6,(51 Ulasan),"Puri Indah Mall Expansion, Lantai 2, Jl. Puri Indah Raya, Puri Indah, Jakarta","Chinese, Dimsum",Harga untuk 2:Rp300.000,Jam:                                      10h - 22h (Sen-Min)
Noodle King,"Lotte Shopping Avenue, Karet",4.3,(709 Ulasan),"Lotte Shopping Avenue, Lantai 3, Jl. Prof Dr Satrio, Karet, Jakarta",Korea,Harga untuk 2:Rp250.000,Jam:                                      11h - 22h (Sen-Min)
Legend of Noodle,Senopati,4.6,"(1,457 Ulasan)","Jl. Senopati No. 81, Senopati, Jakarta",Korea,Harga untuk 2:Rp200.000,Jam:                                      11h - 22h (Sen-Min)
Umaramu Indonesian Noodle,"Menteng Huis, Cikini",4.0,(89 Ulasan),"Menteng Huis, Lantai 2, Jl. Cikini Raya No. 2 - 4, Cikini, Jakarta",Indonesia,Harga untuk 2:Rp150.000,Jam:                                      10h - 22h (Sen-Min)
"Jjang Korean Noodle, Grill, & Chikin’",Senopati,4.2,(704 Ulasan),"Jl. Wolter Monginsidi No. 37, Senopati, Jakarta",Korea,Harga untuk 2:Rp300.000,"Jam:                                      11h - 21h (Sen, Sel, Rab, Kam, Min), 11h - 21h 30m..."
Pò Noodle Bar,Senopati,4.2,(206 Ulasan),"Jl. Prof. Joko Sutono, Blok SH No. 7B, Senopati, Jakarta",Chinese,Harga untuk 2:Rp150.000,Jam:                                      11h - 20h (Sen-Min)
Ncek Legenda Noodle Bar,Kelapa Gading,4.4,(435 Ulasan),"Jl. Kelapa Hybrida Raya, Blok QK1 No. 16, Kelapa Gading, Jakarta","Bakmi, Chinese",Harga untuk 2:Rp70.000,"Jam:                                      7h - 16h (Sen),7h - 21h (Sel-Min)"
Holy Noodle,"Mall of Indonesia, Kelapa Gading",4.3,(162 Ulasan),"Mall of Indonesia, Ruko Kelapa Gading Square, Blok C7, Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta",Korea,Harga untuk 2:Rp200.000,Jam:                                      11h - 22h (Sen-Min)
Depot 3.6.9 Shanghai Dumpling & Noodle,Mangga Besar,3.5,(55 Ulasan),"Jl. Mangga Besar Raya No. 57A, Mangga Besar, Jakarta",Chinese,Harga untuk 2:Rp300.000,Jam:                                      10h - 22h (Sen-Min)
Hunan Fish Noodle,"Plaza Senayan, Senayan",4.0,(81 Ulasan),"Plaza Senayan, Lantai 3, Food Court, Jl. Asia Afrika, Senayan, Jakarta",Chinese,Harga untuk 2:Rp100.000,Jam:                                      10h - 22h (Sen-Min)
Pinangsari - Noodle & Chinese Food,Kota,4.0,(73 Ulasan),"Jl. Pinangsia Timur No. 1, Kota, Jakarta 11110",Chinese,Harga untuk 2:Rp200.000,Jam:                                      6h - 16h 30m (Sen-Min)
IWS Cafe & Noodle,"Pacific Place, SCBD",3.3,(57 Ulasan),"Pacific Place Mall, Lantai 4, Jl. Jenderal Sudirman, SCBD, Jakarta",Bakmi,Harga untuk 2:Rp150.000,Jam:                                      10h - 22h (Sen-Min)
Sukiya Tokyo Bowls & Noodle,Tanah Abang,3.5,(23 Ulasan),"Jl. Cideng Timur No. 53, Tanah Abang, Jakarta",Jepang,Harga untuk 2:Rp130.000,Jam:                                      10h - 21h 30m (Sen-Min)
Din Tai Fung Noodle Bar,"Gandaria City Mall, Gandaria",3.9,(34 Ulasan),"Gandaria City, Lantai Ground, Jl Sultan Iskandar Muda, Gandaria, Jakarta",Chinese,Harga untuk 2:Rp400.000,Jam:                                      10h - 22h (Sen-Min)
The Duck King Noodle House,"Puri Indah Mall Expansion, Puri Indah",3.6,(51 Ulasan),"Puri Indah Mall Expansion, Lantai 2, Jl. Puri Indah Raya, Puri Indah, Jakarta","Chinese, Dimsum",Harga untuk 2:Rp300.000,Jam:                                      10h - 22h (Sen-Min)
